id,name,brand,main_category,categories,price_per_period3days,price_per_period_week,price_per_period_month,partner_id,description,weight,size,slug,age_zero_six_month,age_six_twelve_month,age_one_two_years,age_two_three_years,age_three_four_years,age_four_five_years,age_six_plus_years,param_child_weight,param_group,param_material,param_safety_standards,param_mount_type,param_seat_type,param_installation,param_child_fixation,param_additional_functions,param_configuration,param_features,param_speed_count,param_max_load,param_operating_principle,param_rocking_modes,param_seat_belts,param_max_child_weight,param_backrest_sleeping_positions,param_stroller_type,param_accessories,param_price_range,param_wheel_type,param_wheel_count,param_type,param_foreign_languages,param_melodies_and_sounds,param_volume_levels,param_elements_count,param_toy_type,param_functions,param_arc_count,param_child_unit_power,param_child_unit_functions,param_parent_unit_functions,param_roleplay_toy_type,param_discreteness,param_shape,param_param_weight,param_bike_seat_mount,param_kind,param_mount,param_melodies,param_melody_count,param_hanging_toy_count,param_chair_type,param_child_positions,param_carrying_method,param_table_type,param_mobility,param_adjustment,param_water_tank_volume,param_other,param_screen_diagonal,param_parent_unit_power
3501,"Игровой центр ""Баскетбольная лига""",Chicсo,Подвижные игры,"[""Игрушки"",""Подвижные игры""]",300.0,400.0,800.0,1,"<p><span style=""font-size: 14px;"">Игровой центр Chicco &quot;Баскетбольная лига&quot; дарит самым маленьким спортсменам множество возможностей для увлекательной игры!</span></p>
<p><span style=""font-size: 14px;"">Баскетбольная корзина с забавным изображением слоненка надолго удержит внимание деток.&nbsp;</span><span style=""font-size: 14px;"">Благодаря регулировке по высоте, игрушка растет вместе с ребенком до 58 см!</span></p>
<p><span style=""font-size: 14px;"">Прекрасно подходит для командной игры: можно позвать друзей или повеселиться с родителями с пользой - игрушка отлично развивает координацию движений и ловкость. Когда мяч в корзине активируются световые и звуковые эффекты.</span></p>
<p><span style=""font-size: 14px;"">2 режима игры:</span></p>
<ul>
    <li><span style=""font-size: 14px;"">забрось мяч в корзину.</span></li>
</ul>
<p><span style=""font-size: 14px;"">Целься и забрасывай мяч в корзинку как нападающий баскетбольной команды!<br />
</span></p>
<ul>
    <li><span style=""font-size: 14px;"">обратный отсчет.</span></li>
</ul>
<p><span style=""font-size: 14px;"">Забрасывай мяч в корзину, пока не истечет время. 5 уровней сложности игры.<br />
</span></p>
<p><span style=""font-size: 14px;"">Баскетбольный мяч включен в комплект.</span></p>",,,igrovoy-tsentr-basketbolnaya-liga,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3502,Касса с экраном ELC,ELC,Сюжетно-ролевые игрушки,"[""Игрушки"",""Сюжетно-ролевые игрушки""]",300.0,400.0,800.0,1,"<p><span style=""font-size: 14px;"">Представляем вашему вниманию яркую кассу для классичечкой детской игры в магазин. Чего тут только нет: ручной сканер, аппарат для считывания кредитных карт, игрушечная еда, игрушечные купюры и монеты, кредитная карта. Сканер - совсем как настоящий. В игрушке даже есть встроенный калькулятор для юных математиков. Микрофон работает при нажатии на кнопку. При открытии кассового ящика издается соответствующий звук! </span></p>
<p><span style=""font-size: 14px;"">Игрушка повышает способность ребенка мыслить, создавать новые образы, фантазировать.</span></p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/fMRbdE0led4"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></p>",,,kassa-s-ekranom-elc,false,false,false,false,false,false,false,[],[],"[""пластик""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Английский""]",[],[],[],[],[],[],[],[],[],"[""Игрушечный магазин""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3503,Каталка «Пожарная машина» Italtrike,Italtrike,Толокары и Каталки,"[""Детский транспорт"",""Толокары и Каталки""]",500.0,700.0,1200.0,1,"<p><span style=""font-size: 14px;"">Необычная детская каталка в виде красной пожарной машины от Italtrike &mdash; великолепный транспорт для малышей, который поможет им активно и с пользой проводить время!</span></p>
<ul>
    <li><span style=""font-size: 14px;"">Фирменная форма каталок от&nbsp;Italtrike сразу привлекает внимание!<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Удобное сидение позволит малышу комфортно сидеть при движении, а ручка позволит ему контролировать свои перемещения.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Передние колеса каталки вращаются на 360 градусов, что делает её очень маневренной и удобной для перемещения.&nbsp;<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Задние колеса стационарные.&nbsp;<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Колеса каталки прорезинены, это позволяет ей ездить очень тихо и не портить поверхность пола.&nbsp;<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Под сидением есть пространство для игрушек.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">На каталке можно перемещаться отталкиваясь ножками или же ездить, закинув их наверх.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Каталка изготовлена из высокопрочного пластика.</span></li>
</ul>",3 кг,47х30х21 см,katalka-pozharnaya-mashina-italtrike,false,false,false,false,false,false,false,[],[],"[""пластик""]",[],[],[],[],[],[],[],"[""Отдел для принадлежностей"",""Поворотный механизм""]",[],"[""30 кг""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3504,"Конструктор Trix-Track ""Трек для малышей с мельницей""",WONDERWORLD,Конструкторы,"[""Игрушки"",""Конструкторы""]",600.0,900.0,1400.0,1,"<p><span style=""font-size: 14px;"">Специальный набор для детей от 18 мес. Благодаря большому размеру шарика (45 мм), отсутствует риск удушья. Поместите шарик на вершину и наблюдайте, как он сквозь препятствия добирается до финиша. </span></p>","4,5 кг",50х15х 45 см,konstruktor-trix-track-trek-dlya-malyshey-s-melnitsey,false,false,false,false,false,false,false,[],[],"[""Дерево""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3505,"Интерактивный робот Мови ""Думай и учись""",Fisher Price,Роботы и интерактивные игрушки,"[""Роботы и интерактивные игрушки"",""Игрушки""]",500.0,700.0,900.0,1,"<p><span style=""font-size: 14px;"">Интерактивная игрушка &quot;Думай и учись&quot; от Fisher-Price &mdash; это по-настоящему уникальная для детей возможность познакомиться с удивительным миром роботов и &quot;умных&quot; игрушек. Многие покупатели называют этого робота &quot;бодрым&quot;, настолько он любит передвигаться в разные стороны, давать малышам разные спортивные задачки и даже учить их танцевальным движениям. Можно не сомневаться, что этим навыкам будет обязательно найдено применения в дальнейшем!  </span></p>
<p><span style=""font-size: 14px;"">Но давайте подробнее поговорим о самой уникальной игрушке, а также его функциях, декоративных особенностях. </span></p>
<p><span style=""font-size: 14px;"">Интерактивный робот от Fisher-Price Think &amp; Learn Teach 'n Tag Movi отличается от большинства ему подобных тем, что имеет невероятно дружественный интерфейс, множество звуковых и световых эффектов, а также меняющимися в процессе игры выражениями лица, общее число вариантов которых превышает 60! Это не все доступные функциональные особенности, с которыми познакомится ребенок, получивший в подарок &quot;Мови&quot;. </span></p>
<p><span style=""font-size: 14px;"">Пора переходить непосредственно к деталям, которые так привлекают внимание малышей. </span></p>
<p><span style=""font-size: 14px;"">Внешний вид Fisher-Price Think &amp; Learn Teach 'n Tag Movi &mdash; это ожившая футуристическая мечта! Вся конструкция передвигается на 3 колесах, два из которых, передние - большие, а заднее &mdash; меньшего размера. Все вместе они обеспечивают устойчивое положение робота, позволяя ему ездить по различным покрытиям, начиная от гладкого паркета и заканчивая, к примеру, ковром. Как тонко подмечает сам производитель (а мы поддерживаем) &quot;Teach 'n Tag Movi способен передвигаться и тут, и там, и где угодно вообще&quot;. И с этим сложно поспорить! </span></p>
<p><span style=""font-size: 14px;"">Безусловно, одной из самых оригинальных групп функций и особенностей робота является возможность играть с детишками, демонстрируя интересный подход к загаданным задачкам. Всего в копилке &quot;Мови&quot; находится 6 развлекательных программ, каждая из которых позволяет игроку перевоплотиться, к примеру, в животное, вроде льва или тигра, станцевать в том или ином стиле, побегать наперегонки, а также поучаствовать в массе других интересных квестов. Все задания Fisher-Price &quot;Думай и учись&quot; преподносятся в исключительно понятной и доступной манере, с юмором и весельем. </span></p>
<p><span style=""font-size: 14px;"">Благодаря возникающим игровым ситуациям ребенок сможет получить необходимые навыки и знания до начала первого года обучения в школе, разовьет концентрацию внимания, образное, творческое и критическое мышление, внимательность, координацию движений и многое другое. </span></p>
<p><span style=""font-size: 14px;"">Если говорить более конкретно, то, к примеру, в Think &amp; Move Shapes дети смогут многое узнать о формах разных предметов, следуя за Мови и выполняя его задания, а также отвечая на вопросы! </span></p>
<p><span style=""font-size: 14px;"">Другая функция, Learn &amp; Play Games, позволит ребенку вдоволь прыгать и дурачиться, точно так же выполняя разнообразные задачки интерактивного робота Моби. Конечно же, весь процесс игры будет сопровождаться развеселыми звуковыми и световыми эффектами, делая процесс по-настоящему незабываемым! </span></p>
<p><span style=""font-size: 14px;"">Не может не радовать еще и то, что у робота Fisher-Price Think &amp; Learn Teach 'n Tag Movi имеются кнопки переключения между категориями заданий, специальные разноцветные индикаторы, нажимные платформы на голове, а также другие детали, которые сделают игровой процесс куда более интересным, захватывающим и насыщенным!</span></p>",,,interaktivnyy-robot-movi-dumay-i-uchis,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3506,"Конструктор Trix-Track ""Башня""",WONDERWORLD,Конструкторы,"[""Игрушки"",""Конструкторы""]",600.0,900.0,1400.0,1,"<p><span style=""font-size: 14px;"">Двусторонняя башня высотой 58 см, с множеством трюков для одновременного спуска нескольких шариков. В комплектации 4 шарики и крестовина 50х50см. Основной материал - каучуковая древесина. </span></p>",,,konstruktor-trix-track-bashnya,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3507,Игрушечное мини-пианино «Кот» с микрофоном,Battat,Музыкальные инструменты,"[""Музыкальные инструменты"",""Игрушки""]",300.0,400.0,700.0,1,"<ul>
    <li style=""text-align: justify;""><span style=""font-size: 14px;"">Пианино в виде жизнерадостного кота с микрофоном  - это многофункциональная музыкальная игрушка, которая непременно увлечет юных музыкантов! Пианино воспроизводит звуки различных музыкальных инструментов: банджо, колокольчик, орган, пианино и даже может мяукать. Для того, чтобы выбрать один из этих звуков нужно нажать на соответствующую кнопку на левой лапке кота.<br />
    </span></li>
</ul>
<p style=""text-align: justify;"">&nbsp;</p>
<ul>
    <li style=""text-align: justify;""><span style=""font-size: 14px;"">Пианино воспроизводит 20 песенок и 7 мелодий. Также малыш может записать свою мелодию. <br />
    </span></li>
</ul>
<p style=""text-align: justify;"">&nbsp;</p>
<ul>
    <li style=""text-align: justify;""><span style=""font-size: 14px;"">Если игрушку не выключить, то через какое-то время она начнет мяукать и мурлыкать, призывая к игре. Пианино предлагает массу возможностей для музыкальной игры и содержит следующие функции: 5 музыкальных инструментов, 5 музыкальных стилей, 20 песенок, 7 мелодий, микрофон, регулировку громкости голоса, кнопку записывания и проигрывания мелодий, а также регулировку звука и темпа.<br />
    </span></li>
</ul>
<p style=""text-align: justify;""><strong><br type=""_moz"" />
</strong></p>
<p style=""text-align: justify;""><strong><span style=""font-size: 14px;"">Развиваемые навыки</span></strong></p>
<p><span style=""font-size: 14px;""> </span></p>
<ul>
    <li>Развивает креативность. Способствует самовыражению, развитию творческого мышления и воображения.</li>
    <li>Развивает воображение. Повышает способность ребенка мыслить, создавать новые образы, фантазировать.</li>
</ul>
<p style=""text-align: justify;"">&nbsp;</p>
<p>&nbsp;</p>",,,igrushechnoe-mini-pianino-kot-s-mikrofonom,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3508,Игрушка к шезлонгу BabyBjorn «Летающие друзья»,BabyBjorn,Шезлонги и люльки,"[""Комната и сон"",""Шезлонги и люльки""]",300.0,400.0,800.0,1,"<p><span style=""font-size: 14px;"">Если вы берете шезлонг от бренда BabyBjorn для самых маленьких, то, не задумываясь, берите и эту игрушку! Игрушка изготовлена из стали, дерева и пластика (не содержит BPA и других вредных веществ), приятная на ощупь и с привлекательным дизайном. &quot;Летающие друзья&quot; развлекут малыша, а вам подарят свободное время на чашечку горячего чая!</span></p>","0,5 кг",30х15х5 см,igrushka-k-shezlongu-babybjorn-letayushchie-druzya,false,false,false,false,false,false,false,[],[],"[""Дерево"",""Металл"",""пластик""]",[],[],[],[],[],[],[],"[""Мобиль с игрушками""]",[],"[""9 кг""]","[""Механический""]",[],[],[],[],[],[],[],[],[],"[""Шезлонг для новорожденных""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3509,Игрушка для ванны «Спасательный катер»,Vtech,Игрушки для ванной,"[""Игрушки"",""Игрушки для ванной""]",300.0,400.0,800.0,1,"<p><span style=""font-size: 14px;"">Малыш обязательно оценит эту замечательную развивающую игрушку от Vtech! Этот кораблик полностью водонепроницаемый, он прекрасно держится на воде. Если оттянуть спасательный круг с игрушкой-дельфинчиком, то кораблик поплывет. А если нажать на бегемота, то можно услышать 2 песенки из мультфильмов, забавные фразы и звуки.&nbsp;Развивающая игрушка для ванны &laquo;Спасательный катер&raquo; поможет малышу изучить животных, цифры, фигуры, развить моторику и звуковое восприятие.&nbsp;</span></p>",,,igrushka-dlya-vanny-spasatelnyy-kater,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3510,Игрушка из дерева «5 коробочек» I'm Toy,I'm TOY,Бизиборды и бизидомики,"[""Сортеры"",""Игрушки"",""Бизиборды и бизидомики""]",300.0,500.0,900.0,1,"<p><span style=""font-size: 14px;"">В комплект входит 5 коробочек различной величины, 5 разноцветных объемных геометрических фигурок-кубиков и шнурок.</span></p>
<p><span style=""font-size: 14px;"">Коробочки и геометрические фигуры сделаны из массива бука. Чехлы - тканевые, крепятся при помощи липучек, их можно снимать и прикреплять снова.</span></p>
<p><span style=""font-size: 14px;"">Благодаря широкой функциональности набора, игрушку можно использовать в различных вариантах &ndash; в качестве пирамидки, сортера, конструктора и других.</span></p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5gu4kFA_kNM"" frameborder=""0"" allowfullscreen=""""></iframe></p>",, 17х17х39 см,igrushka-iz-dereva-5-korobochek-im-toy,false,false,false,false,false,false,false,[],[],"[""Дерево"",""Текстиль""]",[],[],[],[],[],"[""Чехол для хранения""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Нет иностранных языков""]","[""Без звука""]","[""Без звука""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3511,"Каталка ""Черепашка""",Fisher Price,Учимся ползать/ходить,"[""Учимся ползать/ходить"",""Игрушки""]",200.0,200.0,400.0,1,"<p><span style=""font-size: 14px;"">Яркая игрушка-каталка Fisher-Price - обучающая черепашка на колесиках станет верным другом для малыша, делающего свои первые шаги. Игрушка выполнена из прочного безопасного пластика ярких цветов. Свободно вращающийся панцирь черепашки оформлен четырьмя геометрическими фигурами разных цветов, в центре которых находится цифры от 1 до 4. Выпуклые детали корпуса помогут малышу научиться различать разные цвета, формы и цифры.<br />
Ребенок сможет катать игрушку, потянув за текстильный шнурок. Во время движения черепашка забавно кивает головой. <br />
Игрушка-каталка развивает пространственное мышление, цветовое восприятие, тактильные ощущения, ловкость и координацию движений.</span></p>",,,katalka-cherepashka,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3512,Интерактивный столик Kiddieland,Kiddieland,Развивающие столики,"[""Игрушки"",""Развивающие столики""]",500.0,700.0,1200.0,1,"<div><span style=""font-size: 14px;"">Увлекательная игрушка в виде столика с тремя ножками и интеллектуальной панелью, на которой изображена забавная мордочка львенка, позволит малышу в игровой форме расширить свой кругозор и развить полезные навыки. Увлекательные игровые элементы привлекут внимание ребенка и будут подогревать его интерес к изучению нового предмета. Игрушка обладает большим количеством функций: безопасное фигурное зеркальце, подвижный цилиндр с вращающимися кольцами, трещотка в виде зебры, кнопки с изображением животных и звуковым сопровождением, а также клавиши со световыми эффектами.
<p>Интерактивная панель проста и удобна в использовании: у ребенка не возникнет трудностей при игре, ведь управление игрушкой осуществляется на интуитивном уровне, а яркие элементы и звуки ускоряют процесс понимания и запоминания последовательности действий.</p>
<p>Развитие навыков: игрушка развивает зрительное и тактильное восприятие ребенка, стимулирует работу кисти и мышц рук, а также способствует выработке навыков концентрации и внимательности.</p>
<p>Особенности:</p>
<ul>
    <li>Подходит для развития детей в возрасте от 1 года.</li>
    <li>Большое количество мелодий, звуков и фраз.</li>
    <li>Разнообразные форма, размер и функционал игровых элементов.</li>
    <li>Несколько режимов световой индикации, зависящих от производимых действий.</li>
</ul>
</span></div>
<p>&nbsp;</p>",,,interaktivnyy-stolik-kiddieland,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3513,"Конструктор Trix-Track ""Двойная дорожка""",WONDERWORLD,Конструкторы,"[""Игрушки"",""Конструкторы""]",500.0,700.0,900.0,1,"<p><span style=""font-size: 14px;"">Обладатель международных наград. Игрушка лабиринт с 2-мя параллельными дорожками и развилками. В наборе шарик и 56 элементов, в т.ч. 5 игровых узлов. Для детей от 3х лет. Собирать конструктор со взрослыми.</span></p>",,,konstruktor-trix-track-dvoynaya-dorozhka,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3514,Игрушка для купания «Крокодил на лодке»,TOMY,Игрушки для ванной,"[""Игрушки"",""Игрушки для ванной""]",200.0,300.0,500.0,1,"<p><span style=""font-size: 14px;"">Теперь купание станет еще интересней с веселыми крокодильчиками, летящими по волнам! Игрушка состоит из лодочки, в которой сидит крокодильчик-капитан, и крокодильчика-спортсмена на водных лыжах. Когда малыш вытянет фигурку крокодильчика на водных лыжах, который соединен с катером при помощи тонкого троса, моторчик на задней части лодочки заведётся, и катер отправится в плавание! При движении крокодильчик на лыжах потихоньку приближается к лодке, и, догнав её, оказывается в исходном положении. <br />
У катера также есть колёсики: малыш может возить лодочку по любой ровной поверхности - игрушка отлично себя показывает и в воде, и на суше!</span></p>",,,igrushka-dlya-kupaniya-krokodil-na-lodke,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3515,"Игровой чехол ""Театр"" для ДСК СТАНДАРТ и ЛЮКС",Ранний старт,Спорткомплексы,"[""Тренажеры и игровые комплексы"",""Спорткомплексы""]",300.0,400.0,800.0,1,"<p><span style=""font-size: 14px;"">Комплект состоит из нескольких деталей:</span></p>
<ul>
    <li><span style=""font-size: 14px;"">ЗАНАВЕС боковые шторки (2 шт.)</span></li>
    <li><span style=""font-size: 14px;"">ФОН верхний (цвет белый)</span></li>
    <li><span style=""font-size: 14px;"">ФОН нижний (декорация, имитирующая картины природы)</span></li>
</ul>
<p><span style=""font-size: 14px;"">Чехол надевается на спорткомплекс в положении МАНЕЖ, т.е. трапециевидной стороной вниз, на боковую сторону с лесенкой.</span></p>
<p><span style=""font-size: 14px;"">В нижней части декорации имеются карманы для размещения в них небольших предметов (кукол, зверей, дополнительных декоративных элементов).</span></p>","1,3 кг",20х20х10 см,igrovoy-chekhol-teatr-dlya-dsk-standart-i-lyuks,false,false,false,false,false,false,false,[],[],"[""Текстиль""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Аксессуары к спорткомплексу""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3516,Каталка «Трамвай» Italtrike,Italtrike,Толокары и Каталки,"[""Детский транспорт"",""Толокары и Каталки""]",500.0,700.0,1200.0,1,"<p><span style=""font-size: 14px;"">Необычная детская каталка в виде симпатичного хиппи-мобиля от Italtrike &mdash; великолепный транспорт для малышей, который поможет им активно и с пользой проводить время!</span></p>
<ul>
    <li><span style=""font-size: 14px;"">Фирменная форма каталок от&nbsp;Italtrike сразу привлекает внимание!<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Удобное сидение позволит малышу комфортно сидеть при движении, а ручка позволит ему контролировать свои перемещения.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Передние колеса каталки вращаются на 360 градусов, что делает её очень маневренной и удобной для перемещения.&nbsp;<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Задние колеса стационарные.&nbsp;<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Колеса каталки прорезинены, это позволяет ей ездить очень тихо и не портить поверхность пола.&nbsp;<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Под сидением есть пространство для игрушек.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">На каталке можно перемещаться отталкиваясь ножками или же ездить, закинув их наверх.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Каталка изготовлена из высокопрочного пластика.</span></li>
</ul>",3 кг,47х30х21 см,katalka-tramvay-italtrike,false,false,false,false,false,false,false,[],[],"[""пластик""]",[],[],[],[],[],[],[],"[""Отдел для принадлежностей""]",[],"[""20 кг""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3517,Каталка «Водитель»,Weina,Каталки,"[""Тренажеры и игровые комплексы"",""Каталки""]",300.0,400.0,700.0,1,"<p><span style=""font-size: 14px;"">Эта каталка от фирмы Weina предназначена для малышей, которые учатся ходить и любят машинки. Игрушка побуждает ребёнка к полезной двигательной деятельности, позволяет ему проявить свою самостоятельность и развивает моторику. Ручка этой каталки выполнена в виде руля (поворачивается влево-вправо на 10&deg;) с клаксоном и зеркалом заднего вида. Передняя игровая панель имеет ключ зажигания и различные интерактивные элементы. Кнопки и переключатели на ней вызывают звуковые и световые эффекты.</span></p>
<p><span style=""font-size: 14px;""><strong>Особенности:</strong></span></p>
<ul>
    <li><span style=""font-size: 14px;"">Регулируемый угол наклона каталки</span></li>
    <li><span style=""font-size: 14px;"">Пластиковые, плавно вращающиеся, колёса</span></li>
    <li><span style=""font-size: 14px;"">Блокирующиеся задние колёса</span></li>
    <li><span style=""font-size: 14px;"">Необычная ручка с сигналом в виде руля</span></li>
    <li><span style=""font-size: 14px;"">Передняя панель с восемью кнопками и переключателями</span></li>
    <li><span style=""font-size: 14px;"">Съёмный игровой телефон без эффектов</span></li>
    <li><span style=""font-size: 14px;"">Переключатель громкости с положением ВЫКЛ.</span></li>
</ul>",,,katalka-voditel,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3518,Игрушка для ванны «Подводная лодка»,Vtech,Игрушки для ванной,"[""Игрушки"",""Игрушки для ванной""]",300.0,400.0,800.0,1,"<p><span style=""font-size: 14px;"">Обучающая водонепроницаемая игрушка &laquo;Подводная лодка&raquo; развлечет малыша веселой музыкой и потрясающим фонтаном, а также познакомит его с тремя разными цветами, цифрами от 1 до 3, морскими животными (краб, морской котик, тюлень) их особенностями и звуками. Все мелодии и звуки сопровождаются миганием красного маячка на лодке. Также в игрушке предусмотрен режим вопросов, для проверки внимательности и знаний ребенка.</span></p>
<p><span style=""font-size: 14px;"">В комплекте: подводная лодка с перископом, пускающим фонтан, две фигурки морских животных (морской котик и дельфин), съёмная спасательная лодка.</span></p>
<p><span style=""font-size: 14px;"">Основные характеристики:</span></p>
<ul>
    <li><span style=""font-size: 14px;"">водонепроницаемая игрушка для ванны;</span></li>
    <li><span style=""font-size: 14px;"">поможет в развитии мелкой моторики ручек, внимания, наблюдательности, визуального и слухового восприятия ребенка, а также познакомит с причинно-следственными связями и позволит пополнить словарный запас малыша.</span></li>
    <li><span style=""font-size: 14px;"">2 фигурки морских животных;</span></li>
    <li><span style=""font-size: 14px;"">съемная спасательная лодка;</span></li>
    <li><span style=""font-size: 14px;"">учим цвета, цифры и морских животных;</span></li>
    <li><span style=""font-size: 14px;"">песенка из мультфильма &laquo;Мама для мамонтенка&raquo;;</span></li>
    <li><span style=""font-size: 14px;"">забавные звуки и мелодии.</span></li>
</ul>",,,igrushka-dlya-vanny-podvodnaya-lodka,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3519,Каталка «Лев» Italtrike,Italtrike,Толокары и Каталки,"[""Детский транспорт"",""Толокары и Каталки""]",500.0,700.0,1200.0,1,"<p><span style=""font-size: 14px;"">Необычная детская каталка с симпатичной мордочкой веселого льва от Italtrike &mdash; великолепный транспорт для малышей, который поможет им активно и с пользой проводить время!</span></p>
<ul>
    <li><span style=""font-size: 14px;"">Фирменная форма каталок от&nbsp;Italtrike сразу привлекает внимание!<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Удобное сидение позволит малышу комфортно сидеть при движении, а ручка позволит ему контролировать свои перемещения.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Передние колеса каталки вращаются на 360 градусов, что делает её очень маневренной и удобной для перемещения. <br />
    </span></li>
    <li><span style=""font-size: 14px;"">Задние колеса стационарные. <br />
    </span></li>
    <li><span style=""font-size: 14px;"">Колеса каталки прорезинены, это позволяет ей ездить очень тихо и не портить поверхность пола. <br />
    </span></li>
    <li><span style=""font-size: 14px;"">Под сидением есть пространство для игрушек.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">На каталке можно перемещаться отталкиваясь ножками или же ездить, закинув их наверх.<br />
    </span></li>
    <li><span style=""font-size: 14px;"">Каталка изготовлена из высокопрочного пластика.</span></li>
</ul>",3 кг,47х30х21 см,katalka-lev-italtrike,false,false,false,false,false,false,false,[],[],"[""пластик""]",[],[],[],[],[],[],[],"[""Поворотный механизм""]",[],"[""20 кг""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
