,id,user_id,create_date,start_date,end_date,rental_days,status_code,rental_amount,promo_discount_percent,shipping_type,shipping_amount,return_amount,source_type,product_id,modified_on,old_site_id,new_site_id,original_product_id,site_origin
76,44000,13818.0,2021-11-30,2021-12-01,2021-12-08,,SENDTOCLIENT,3150.0,10.0,DELIVERY,0.0,0.0,,,2021-12-06T16:29:16,,,3441,old_site
77,44099,13857.0,2021-12-07,2021-12-07,2021-12-14,,CREATE,1300.0,,DELIVERY,0.0,0.0,,,2021-12-07T10:33:56,,,3580,old_site
78,43981,13805.0,2021-11-28,2021-11-29,2021-12-08,,SENDTOCLIENT,1955.0,,DELIVERY,0.0,0.0,,495400314.0,2021-12-07T11:45:03,3714.0,495400314.0,3714,old_site
79,43920,13264.0,2021-11-24,2021-11-24,2021-12-10,,SENDTOCLIENT,1000.0,,DELIVERY,0.0,0.0,,495403175.0,2021-12-08T11:02:38,3849.0,495403175.0,3849,old_site
80,44004,13822.0,2021-12-01,2021-12-01,2021-12-09,,SENDTOCLIENT,1900.0,,DELIVERY,0.0,0.0,,,2021-12-08T12:44:35,,,3297,old_site
81,44004,13822.0,2021-12-01,2021-12-01,2021-12-09,,SENDTOCLIENT,1900.0,,DELIVERY,0.0,0.0,,495370340.0,2021-12-08T12:44:35,3800.0,495370340.0,3800,old_site
82,44112,13818.0,2021-12-08,2021-12-08,2022-01-09,,SENDTOCLIENT,1100.0,,DELIVERY,0.0,0.0,,,2021-12-09T10:30,,,3889,old_site
83,44024,13830.0,2021-12-02,2021-12-02,2021-12-10,,SENDTOCLIENT,1200.0,,DELIVERY,0.0,0.0,,463480421.0,2021-12-09T11:22:38,3864.0,463480421.0,3864,old_site
84,44024,13830.0,2021-12-02,2021-12-02,2021-12-10,,SENDTOCLIENT,1200.0,,DELIVERY,0.0,0.0,,495404036.0,2021-12-09T11:22:38,3565.0,495404036.0,3565,old_site
85,44034,13834.0,2021-12-03,2021-12-03,2021-12-10,,SENDTOCLIENT,1900.0,,DELIVERY,0.0,0.0,,495401665.0,2021-12-09T11:49:27,3924.0,495401665.0,3924,old_site
86,44034,13834.0,2021-12-03,2021-12-03,2021-12-10,,SENDTOCLIENT,1900.0,,DELIVERY,0.0,0.0,,495403408.0,2021-12-09T11:49:27,3863.0,495403408.0,3863,old_site
87,44034,13834.0,2021-12-03,2021-12-03,2021-12-10,,SENDTOCLIENT,1900.0,,DELIVERY,0.0,0.0,,463480358.0,2021-12-09T11:49:27,3604.0,463480358.0,3604,old_site
88,44034,13834.0,2021-12-03,2021-12-03,2021-12-10,,SENDTOCLIENT,1900.0,,DELIVERY,0.0,0.0,,463480484.0,2021-12-09T11:49:27,3604.0,463480484.0,3604,old_site
89,44110,13672.0,2021-12-07,2021-12-04,2022-01-08,,CREATE,1700.0,,DELIVERY,0.0,0.0,,495363656.0,2021-12-09T13:33:15,3391.0,495363656.0,3391,old_site
90,44015,13327.0,2021-12-02,2021-12-02,2021-12-10,,SENDTOCLIENT,1300.0,,DELIVERY,0.0,0.0,,463480434.0,2021-12-09T17:05:31,3547.0,463480434.0,3547,old_site
91,44015,13327.0,2021-12-02,2021-12-02,2021-12-10,,SENDTOCLIENT,1300.0,,DELIVERY,0.0,0.0,,463480436.0,2021-12-09T17:05:31,3547.0,463480436.0,3547,old_site
92,44014,13327.0,2021-12-02,2021-12-03,2021-12-10,,CREATE,400.0,,DELIVERY,0.0,0.0,,,2021-12-09T17:21:26,,,3724,old_site
93,44037,13836.0,2021-12-03,2021-12-04,2021-12-11,,CREATE,1300.0,,DELIVERY,0.0,0.0,,,2021-12-10T11:42:28,,,3580,old_site
94,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,,2021-12-10T12:27:34,,,3281,old_site
95,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,,2021-12-10T12:27:34,,,4166,old_site
96,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,495522468.0,2021-12-10T12:27:34,3500.0,495522468.0,3500,old_site
97,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,,2021-12-10T12:27:34,,,3593,old_site
98,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,463480355.0,2021-12-10T12:27:34,3592.0,463480355.0,3592,old_site
99,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,495503654.0,2021-12-10T12:27:34,3766.0,495503654.0,3766,old_site
100,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,,2021-12-10T12:27:34,,,3881,old_site
101,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,463480374.0,2021-12-10T12:27:34,3854.0,463480374.0,3854,old_site
102,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,495797436.0,2021-12-10T12:27:34,3637.0,495797436.0,3637,old_site
103,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,495400385.0,2021-12-10T12:27:34,3721.0,495400385.0,3721,old_site
104,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,,2021-12-10T12:27:34,,,3922,old_site
105,44091,11945.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,10330.0,10.0,DELIVERY,0.0,0.0,,495401665.0,2021-12-10T12:27:34,3924.0,495401665.0,3924,old_site
106,43932,13786.0,2021-11-25,2021-11-25,2021-12-23,,CREATE,0.0,,DELIVERY,0.0,0.0,,495252594.0,2021-12-10T12:34:01,3323.0,495252594.0,3323,old_site
107,44047,11507.0,2021-11-26,2021-12-04,2021-12-11,,PAIDANDDELIVERED,0.0,,DELIVERY,0.0,0.0,,,2021-12-11T16:35:19,,,3852,old_site
108,44085,13851.0,2021-12-04,2021-12-05,2021-12-12,,SENDTOCLIENT,2300.0,,DELIVERY,0.0,0.0,,,2021-12-12T14:37:57,,,3730,old_site
109,44113,13864.0,2021-12-08,2021-12-08,2021-12-15,,CREATE,1500.0,,DELIVERY,0.0,0.0,,495251097.0,2021-12-12T16:24:07,3271.0,495251097.0,3271,old_site
110,44086,9906.0,2021-12-04,2021-12-05,2021-12-12,,SENDTOCLIENT,1100.0,,DELIVERY,0.0,0.0,,,2021-12-13T11:38:20,,,3426,old_site
111,44086,9906.0,2021-12-04,2021-12-05,2021-12-12,,SENDTOCLIENT,1100.0,,DELIVERY,0.0,0.0,,495515959.0,2021-12-13T11:38:20,3818.0,495515959.0,3818,old_site
112,44033,13835.0,2021-12-03,2021-12-07,2021-12-14,,CREATE,2300.0,,DELIVERY,0.0,0.0,,495370032.0,2021-12-13T12:12:55,3695.0,495370032.0,3695,old_site
113,44033,13835.0,2021-12-03,2021-12-07,2021-12-14,,CREATE,2300.0,,DELIVERY,0.0,0.0,,495403408.0,2021-12-13T12:12:55,3863.0,495403408.0,3863,old_site
114,44033,13835.0,2021-12-03,2021-12-07,2021-12-14,,CREATE,2300.0,,DELIVERY,0.0,0.0,,495370340.0,2021-12-13T12:12:55,3800.0,495370340.0,3800,old_site
115,44092,11299.0,2021-12-05,2021-12-06,2021-12-13,,SENDTOCLIENT,500.0,,DELIVERY,0.0,0.0,,495368107.0,2021-12-13T14:05:27,3437.0,495368107.0,3437,old_site
116,44209,13916.0,2021-12-12,2021-12-17,2022-01-14,,CREATE,1800.0,,DELIVERY,0.0,0.0,,463480374.0,2021-12-13T17:43:05,3854.0,463480374.0,3854,old_site
117,44208,13913.0,2021-12-12,2021-12-12,2021-12-14,,PAIDANDDELIVERED,1440.0,10.0,DELIVERY,0.0,0.0,,463480242.0,2021-12-14T10:47:24,3285.0,463480242.0,3285,old_site
118,44208,13913.0,2021-12-12,2021-12-12,2021-12-14,,PAIDANDDELIVERED,1440.0,10.0,DELIVERY,0.0,0.0,,495253660.0,2021-12-14T10:47:24,3285.0,495253660.0,3285,old_site
119,43993,13780.0,2021-11-30,2021-12-01,2021-12-15,,SENDTOCLIENT,2600.0,,DELIVERY,0.0,0.0,,463480693.0,2021-12-14T12:01:48,3365.0,463480693.0,3365,old_site
120,44129,13875.0,2021-12-08,2021-12-08,2021-12-15,,SENDTOCLIENT,2200.0,,DELIVERY,0.0,0.0,,495403354.0,2021-12-14T12:27:08,3859.0,495403354.0,3859,old_site
121,44129,13875.0,2021-12-08,2021-12-08,2021-12-15,,SENDTOCLIENT,2200.0,,DELIVERY,0.0,0.0,,495401665.0,2021-12-14T12:27:08,3924.0,495401665.0,3924,old_site
122,44129,13875.0,2021-12-08,2021-12-08,2021-12-15,,SENDTOCLIENT,2200.0,,DELIVERY,0.0,0.0,,463480355.0,2021-12-14T12:27:08,3592.0,463480355.0,3592,old_site
123,44107,13863.0,2021-12-07,2021-12-08,2021-12-15,,CREATE,1900.0,,DELIVERY,0.0,0.0,,495493336.0,2021-12-14T12:42:37,3544.0,495493336.0,3544,old_site
124,43930,13705.0,2021-11-24,2021-11-24,2021-12-15,,SENDTOCLIENT,1600.0,,DELIVERY,0.0,0.0,,495400314.0,2021-12-14T12:52:46,3714.0,495400314.0,3714,old_site
125,44114,13865.0,2021-12-08,2021-12-08,2021-12-15,,CREATE,0.0,,DELIVERY,0.0,0.0,,,2021-12-14T14:20:13,,,3631,old_site
126,44195,9995.0,2021-12-11,2021-12-30,2022-01-27,,CREATE,1400.0,,DELIVERY,0.0,0.0,,495403143.0,2021-12-14T14:54:16,3809.0,495403143.0,3809,old_site
127,44243,13926.0,2021-12-14,2021-12-15,2021-12-22,,CREATE,1900.0,,PICKUP,0.0,0.0,,463480213.0,2021-12-14T15:32:16,3282.0,463480213.0,3282,old_site
128,44243,13926.0,2021-12-14,2021-12-15,2021-12-22,,CREATE,1900.0,,PICKUP,0.0,0.0,,463480259.0,2021-12-14T15:32:16,3282.0,463480259.0,3282,old_site
129,44243,13926.0,2021-12-14,2021-12-15,2021-12-22,,CREATE,1900.0,,PICKUP,0.0,0.0,,463480405.0,2021-12-14T15:32:16,3282.0,463480405.0,3282,old_site
130,44243,13926.0,2021-12-14,2021-12-15,2021-12-22,,CREATE,1900.0,,PICKUP,0.0,0.0,,463480453.0,2021-12-14T15:32:16,3282.0,463480453.0,3282,old_site
131,44243,13926.0,2021-12-14,2021-12-15,2021-12-22,,CREATE,1900.0,,PICKUP,0.0,0.0,,463480491.0,2021-12-14T15:32:16,3282.0,463480491.0,3282,old_site
132,44127,13873.0,2021-12-08,2021-12-09,2021-12-16,,CREATE,1500.0,,DELIVERY,0.0,0.0,,495492744.0,2021-12-15T10:40:30,3536.0,495492744.0,3536,old_site
133,44260,13109.0,2021-12-15,2021-12-15,2021-12-16,,SENDTOCLIENT,4400.0,,DELIVERY,0.0,0.0,,463480224.0,2021-12-15T11:21:08,3384.0,463480224.0,3384,old_site
134,44136,13882.0,2021-12-09,2021-12-10,2021-12-17,,CREATE,500.0,,DELIVERY,0.0,0.0,,495367870.0,2021-12-15T13:02:47,3429.0,495367870.0,3429,old_site
135,44164,12361.0,2021-12-09,2021-12-10,2021-12-17,,CREATE,700.0,,DELIVERY,0.0,0.0,,,2021-12-15T13:43:18,,,3820,old_site
136,44171,13327.0,2021-12-09,2021-12-09,2021-12-17,,SENDTOCLIENT,400.0,,DELIVERY,0.0,0.0,,,2021-12-15T14:12:09,,,3724,old_site
137,44170,13327.0,2021-12-09,2021-12-09,2021-12-17,,SENDTOCLIENT,700.0,,DELIVERY,0.0,0.0,,463480434.0,2021-12-15T14:15:37,3547.0,463480434.0,3547,old_site
138,44170,13327.0,2021-12-09,2021-12-09,2021-12-17,,SENDTOCLIENT,700.0,,DELIVERY,0.0,0.0,,463480436.0,2021-12-15T14:15:37,3547.0,463480436.0,3547,old_site
139,44403,13830.0,2021-12-09,2021-12-09,2021-12-17,,ORDERFINISH,700.0,,DELIVERY,0.0,0.0,,495506916.0,2021-12-16T16:36:56,3455.0,495506916.0,3455,old_site
140,43935,13703.0,2021-11-25,2021-11-25,2021-12-18,,SENDTOCLIENT,1700.0,,DELIVERY,0.0,0.0,,463480214.0,2021-12-16T18:34:31,3314.0,463480214.0,3314,old_site
141,43935,13703.0,2021-11-25,2021-11-25,2021-12-18,,SENDTOCLIENT,1700.0,,DELIVERY,0.0,0.0,,463480461.0,2021-12-16T18:34:31,3314.0,463480461.0,3314,old_site
142,43935,13703.0,2021-11-25,2021-11-25,2021-12-18,,SENDTOCLIENT,1700.0,,DELIVERY,0.0,0.0,,463480462.0,2021-12-16T18:34:31,3314.0,463480462.0,3314,old_site
143,43935,13703.0,2021-11-25,2021-11-25,2021-12-18,,SENDTOCLIENT,1700.0,,DELIVERY,0.0,0.0,,463480463.0,2021-12-16T18:34:31,3314.0,463480463.0,3314,old_site
